"Attack ID","Attack Date","Attack Time","Country / Territory","Certainty Level","Attack Type","Total Injured","Total Death","HC Facilities","HC Transport","HC Personnel","HC Supplies Assets","HC Warehouse Storage","HC Patients","HC Other","Type of Facility","Facility Other","HW Abduction","HW Arrest","HW Detention","Patient Abduction","Patient Arrest","Patient Detention"
"MMR006809","12/31/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Criminalization of health care",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary",NA,0,0,3,0,0,0
"MMR006241","12/25/2021","13:30","Myanmar","Probable","Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials), Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"NO","YES","NO","YES","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR006240","12/24/2021","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Setting fire, Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,2,"NO","NO","YES","NO","NO","NO",NA,"Other","Staffs from Save the Childeren",0,0,0,0,0,0
"MMR006242","12/23/2021","Time Unknown","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","NO","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR006232","12/14/2021","19:15","Myanmar","Confirmed","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"NO","NO","YES","NO","NO","NO",NA,"Secondary",NA,0,0,0,0,0,0
"MMR006231","12/13/2021","Time Unknown","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Other","COVID-19 vaccination site",0,0,0,0,0,0
"MMR006226","12/12/2021","Time Unknown","Myanmar","Probable","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,2,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR006227","12/08/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,2,0,0,0,0,0
"MMR006228","12/07/2021","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"YES","NO","YES","NO","NO","NO",NA,"Secondary",NA,0,0,0,0,0,0
"MMR006213","12/06/2021","09:00","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",4,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR006225","12/05/2021","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR006202","11/22/2021","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation",0,0,"NO","NO","YES","NO","NO","YES",NA,"Other","Church clinic",17,0,0,0,0,0
"MMR006203","11/16/2021","16:05","Myanmar","Probable","Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","NO","YES","YES","YES","YES",NA,NA,NA,0,0,0,0,0,0
"MMR006179","11/15/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,"NO","NO","YES","NO","NO","NO",NA,"Tertiary",NA,2,0,0,0,0,0
"MMR006149","11/03/2021","Time Unknown","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Other","Staff housing",0,0,0,0,0,0
"MMR006148","11/01/2021","18:00-00:00","Myanmar","Confirmed","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"NO","NO","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR006128","10/25/2021","Time Unknown","Myanmar","Possible","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR006127","10/24/2021","00:00-06:00","Myanmar","Probable","Armed or violent search of health care personnel, facility or transport, Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Other","Private hospital",0,0,0,0,0,0
"MMR006126","10/23/2021","Time Unknown","Myanmar","Possible","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"NO","NO","YES","NO","NO","NO",NA,"Other","Medical Student, Health Care Volunteer",0,0,0,0,0,0
"MMR006119","10/14/2021","06:00-12:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation",0,0,"NO","NO","YES","NO","NO","NO",NA,"Primary",NA,1,0,0,0,0,0
"MMR006117","10/02/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation",0,0,"NO","NO","NO","NO","NO","NO","Medical Student","Other","Medical Student",1,0,0,0,0,0
"MMR006091","09/26/2021","06:00-12:00","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,1,0,0,0,0,0
"MMR006087","09/24/2021","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","YES","NO","NO","NO",NA,"Mobile Clinic",NA,3,0,0,0,0,0
"MMR006092","09/24/2021","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,3,0,0,0,0
"MMR006088","09/23/2021","18:00-00:00","Myanmar","Possible","Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Other","Lone Khin Tract District Hospital",0,0,0,0,0,0
"MMR006089","09/23/2021","12:10","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Unknown",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR006122","08/27/2021","21:05","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","NO","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005996","08/21/2021","12:00-18:00","Myanmar","Probable","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,2,"NO","NO","YES","NO","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR005986","08/12/2021","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR005966","08/02/2021","15:20","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","YES","NO","NO","NO","a student from Nursing University and Volunteers",NA,NA,4,0,0,0,0,0
"MMR005946","07/31/2021","Time Unknown","Myanmar","Probable","Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,"NO","NO","NO","YES","YES","NO",NA,"Pharmacy",NA,0,0,0,0,0,0
"MMR005907","07/19/2021","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,7,0,0,0,0,0
"MMR005913","07/17/2021","21:00","Myanmar","Possible","Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","YES","NO","YES","NO","YES",NA,NA,NA,0,0,0,0,0,0
"MMR005910","07/16/2021","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Assault (without weapons)",1,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,1,0,0,0,0,0
"MMR005911","07/16/2021","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,"Medical Student",1,0,0,0,0,0
"MMR005865","07/06/2021","10:00","Myanmar","Confirmed","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,1,"YES","NO","YES","NO","NO","NO",NA,"Tertiary",NA,0,0,0,0,0,0
"MMR005899","07/04/2021","20:50","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","NO","NO","NO","NO","a medical student from University of Medicine Magway",NA,"a medical student from University of Medicine Magway",1,0,0,0,0,0
"MMR005894","07/04/2021","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","YES","YES","NO","NO","Volunteers",NA,"Volunteers",9,0,0,0,0,0
"MMR005898","07/03/2021","11:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary",NA,1,0,0,0,0,0
"MMR005897","07/02/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","NO","NO","NO","NO","A medical student at University of Medicine (2) Yangon",NA,"A medical student at University of Medicine (2) Yangon",1,0,0,0,0,0
"MMR005895","07/02/2021","12:00-18:00","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,1,0,0,0,0,0
"MMR005900","07/01/2021","18:50","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","NO","NO","NO","NO","Health care Volunteer",NA,"Health care Volunteer",1,0,0,0,0,0
"MMR005872","07/01/2021","06:00-12:00","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary",NA,1,0,0,0,0,0
"MMR005896","06/29/2021","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","YES","NO","NO","NO",NA,"Other","Red cross member",1,0,0,0,0,0
"MMR005869","06/26/2021","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR005793","06/20/2021","17:00","Myanmar","Probable","Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,3,"NO","YES","YES","YES","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005799","06/14/2021","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,1,"NO","NO","YES","NO","NO","NO",NA,"Tertiary",NA,2,0,0,0,0,0
"MMR005796","06/13/2021","Time Unknown","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","YES","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005795","06/13/2021","Time Unknown","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","YES","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005797","06/11/2021","12:00-18:00","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","YES","NO","NO","NO",NA,"Tertiary",NA,0,1,0,0,0,0
"MMR005798","06/11/2021","12:00-18:00","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","YES","NO","NO","NO",NA,"Tertiary",NA,1,0,0,0,0,0
"MMR005800","06/09/2021","Time Unknown","Myanmar","Possible","Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","NO","NO","YES","YES","NO","Medical supplies which are stored at community health worker's resident.","Primary",NA,0,0,0,0,0,0
"MMR005730","06/05/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"YES","NO","YES","NO","NO","NO",NA,NA,"Doctors and Nurse",3,0,0,0,0,0
"MMR005711","06/02/2021","21:00","Myanmar","Confirmed","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Secondary",NA,0,0,0,0,0,0
"MMR005732","06/02/2021","09:05","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","YES","NO","YES","NO","NO",NA,NA,"Transportation of medical supplies",0,0,0,0,0,0
"MMR005748","06/01/2021","06:00-12:00","Myanmar","Possible","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,0,"YES","NO","NO","NO","NO","NO","Cleaning worker",NA,"Cleaning worker",0,0,0,0,0,0
"MMR006121","05/31/2021","Time Unknown","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,0,"YES","NO","NO","NO","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR005746","05/28/2021","12:00-18:00","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",2,0,"NO","NO","NO","NO","NO","YES","Patient",NA,"Patients",0,0,0,2,0,0
"MMR005729","05/26/2021","15:30","Myanmar","Confirmed","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR005728","05/26/2021","Time Unknown","Myanmar","Confirmed","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005747","05/26/2021","Time Unknown","Myanmar","Possible","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","NO","NO","NO","YES",NA,NA,"Patients",0,0,0,0,0,0
"MMR005615","05/25/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,"Primary","Secondary",0,0,0,0,0,0
"MMR005614","05/24/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary","Primary",0,0,0,0,0,0
"MMR005613","05/23/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary","Primary",0,0,0,0,0,0
"MMR005618","05/22/2021","21:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","NO","NO","NO","NO","Students of Medical University",NA,"Medical Student",1,0,0,0,0,0
"MMR005612","05/22/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary","Primary",0,0,0,0,0,0
"MMR005596","05/21/2021","Time Unknown","Myanmar","Possible","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary","Primary",0,0,0,0,0,0
"MMR005598","05/20/2021","Time Unknown","Myanmar","Possible","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary","Primary",0,0,0,0,0,0
"MMR005597","05/20/2021","00:00-06:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Assault (without weapons)",0,0,"NO","NO","YES","NO","NO","NO","Commander of the Red Cross Team",NA,"Commander of the Red Cross Team",1,0,0,0,0,0
"MMR005586","05/19/2021","Time Unknown","Myanmar","Possible","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary","Primary",0,0,0,0,0,0
"MMR005744","05/19/2021","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","NO","YES","YES","NO","NO",NA,NA,"Volunteers",3,0,0,0,0,0
"MMR005585","05/19/2021","07:30","Myanmar","Possible","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"NO","YES","NO","NO","NO","NO",NA,"Other","MRCS",0,0,0,0,0,0
"MMR005587","05/18/2021","Time Unknown","Myanmar","Possible","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary","Primary",0,0,0,0,0,0
"MMR005588","05/17/2021","Time Unknown","Myanmar","Possible","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary","Primary",0,0,0,0,0,0
"MMR005589","05/16/2021","Time Unknown","Myanmar","Possible","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary","Primary",0,0,0,0,0,0
"MMR005516","05/15/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO","Rector of University of Medicine",NA,"University of Medicine",0,0,0,0,0,0
"MMR005590","05/15/2021","Time Unknown","Myanmar","Possible","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary","Primary",0,0,0,0,0,0
"MMR005550","05/14/2021","21:00","Myanmar","Confirmed","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","NO","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005592","05/14/2021","Time Unknown","Myanmar","Possible","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary","Primary",0,0,0,0,0,0
"MMR005591","05/14/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","YES","NO","NO","YES",NA,"Secondary",NA,2,0,0,2,0,0
"MMR006120","05/13/2021","Time Unknown","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR005595","05/13/2021","Time Unknown","Myanmar","Possible","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary","Primary",0,0,0,0,0,0
"MMR005600","05/12/2021","19:30","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary",NA,1,0,0,0,0,0
"MMR005593","05/12/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO","First-year NURSING STUDENT","Secondary",NA,1,0,0,0,0,0
"MMR005601","05/12/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary","Primary",0,0,0,0,0,0
"MMR005731","05/12/2021","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,1,0,0,0
"MMR005602","05/11/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary","Primary",0,0,0,0,0,0
"MMR005380","05/10/2021","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"YES","NO","YES","NO","NO","NO",NA,"Primary",NA,0,1,0,0,0,0
"MMR005603","05/10/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary","Primary",0,0,0,0,0,0
"MMR005605","05/09/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005402","05/09/2021","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,1,"NO","NO","NO","NO","NO","YES",NA,NA,NA,0,0,0,0,1,0
"MMR005394","05/09/2021","Time Unknown","Myanmar","Possible","Armed or violent search of health care personnel, facility or transport, Assault (without weapons), Psychological violence/threat of violence/intimidation",0,1,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005378","05/08/2021","18:00-00:00","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005617","05/08/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"NO","NO","YES","NO","NO","NO",NA,"Primary",NA,1,0,0,0,0,0
"MMR005379","05/08/2021","08:15","Myanmar","Confirmed","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","NO","YES","NO","NO","NO",NA,"Secondary",NA,0,0,0,0,0,0
"MMR005606","05/07/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary","Primary",0,0,0,0,0,0
"MMR005619","05/07/2021","06:00-12:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","NO","NO","NO","NO",NA,"Secondary",NA,1,0,0,0,0,0
"MMR005607","05/06/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary","Primary",0,0,0,0,0,0
"MMR005608","05/05/2021","Time Unknown","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary","Primary",0,0,0,0,0,0
"MMR005381","05/04/2021","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"YES","NO","YES","NO","NO","NO",NA,"Secondary",NA,0,5,0,0,0,0
"MMR005609","05/04/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,"Primary",0,0,0,0,0,0
"MMR005371","05/04/2021","14:00","Myanmar","Confirmed","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","NO","YES","NO","NO","YES",NA,"Secondary",NA,0,0,0,0,0,0
"MMR005616","05/03/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation",0,0,"NO","NO","YES","NO","NO","NO",NA,"Primary",NA,5,0,0,0,0,0
"MMR005610","05/03/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary","Primary",0,0,0,0,0,0
"MMR005362","05/02/2021","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"NO","NO","NO","NO","NO","YES",NA,NA,NA,0,0,0,9,0,0
"MMR006871","05/02/2021","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,"Tertiary",NA,0,4,0,0,0,0
"MMR005611","05/02/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005363","05/02/2021","10:50","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","YES","YES","YES","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005383","05/01/2021","Time Unknown","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005551","05/01/2021","Time Unknown","Myanmar","Possible","Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","NO","NO","YES","NO","NO",NA,NA,"FOC clinic",0,0,0,0,0,0
"MMR005583","05/01/2021","06:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation",0,0,"NO","NO","YES","NO","NO","NO",NA,"Tertiary",NA,1,0,0,0,0,0
"MMR005413","04/30/2021","20:00","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005412","04/30/2021","13:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"YES","NO","YES","NO","NO","NO",NA,"Tertiary",NA,1,0,0,0,0,0
"MMR005372","04/30/2021","09:00","Myanmar","Probable","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary",NA,0,0,0,0,0,0
"MMR005406","04/28/2021","20:00","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005405","04/27/2021","22:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,1,0,0,0,0,0
"MMR005404","04/27/2021","20:00","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005361","04/27/2021","18:00","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,"Other","laboratory",0,2,0,0,0,0
"MMR005403","04/26/2021","20:00","Myanmar","Confirmed","Other",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR005360","04/26/2021","Time Unknown","Myanmar","Confirmed","Armed or violent search of health care personnel, facility or transport, Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Secondary",NA,0,0,0,0,0,0
"MMR005364","04/25/2021","20:00","Myanmar","Confirmed","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Secondary",NA,0,0,0,0,0,0
